A,0,0,194
A,0,2,13
A,0,3,93
A,0,5,29
A,0,20,8
A,0,22,175
A,0,28,161
A,0,35,210
A,0,43,201
A,0,47,154
A,0,50,68
A,0,51,100
A,0,52,170
A,0,61,226
A,0,64,252
A,0,67,93
A,0,68,86
A,0,81,217
A,0,94,38
A,0,96,185
A,0,98,142
A,0,100,163
A,0,108,73
A,0,109,29
A,0,120,219
A,0,127,64
A,0,129,95
A,0,139,234
A,0,142,81
A,0,143,45
A,0,147,62
A,0,148,215
A,0,152,48
A,0,158,177
A,0,161,86
A,0,162,223
A,0,164,6
A,0,165,21
A,0,166,173
A,0,167,173
A,0,168,65
A,0,169,30
A,0,175,16
A,0,182,12
A,0,185,105
A,0,186,219
A,0,187,199
A,0,190,80
A,0,194,207
A,0,196,32
A,1,12,30
A,1,23,128
A,1,27,23
A,1,31,132
A,1,38,141
A,1,41,8
A,1,49,58
A,1,54,84
A,1,55,80
A,1,70,200
A,1,72,68
A,1,74,231
A,1,75,54
A,1,77,21
A,1,78,75
A,1,79,144
A,1,89,218
A,1,94,203
A,1,100,193
A,1,101,130
A,1,102,242
A,1,109,170
A,1,118,71
A,1,123,210
A,1,126,138
A,1,127,179
A,1,130,236
A,1,132,210
A,1,133,12
A,1,135,177
A,1,137,22
A,1,140,246
A,1,144,254
A,1,152,15
A,1,156,215
A,1,161,248
A,1,162,103
A,1,166,66
A,1,167,22
A,1,171,58
A,1,172,45
A,1,176,171
A,1,178,101
A,1,179,115
A,1,181,239
A,1,183,167
A,1,184,142
A,1,186,190
A,1,195,251
A,1,199,251
A,2,1,108
A,2,2,210
A,2,12,118
A,2,26,133
A,2,30,201
A,2,31,50
A,2,33,131
A,2,40,24
A,2,46,220
A,2,48,161
A,2,52,18
A,2,55,212
A,2,56,76
A,2,57,3
A,2,58,231
A,2,65,79
A,2,69,247
A,2,72,27
A,2,73,199
A,2,75,18
A,2,82,168
A,2,83,70
A,2,85,11
A,2,88,190
A,2,89,19
A,2,91,69
A,2,92,174
A,2,93,73
A,2,96,249
A,2,101,233
A,2,103,54
A,2,104,88
A,2,105,215
A,2,107,220
A,2,121,210
A,2,123,41
A,2,124,56
A,2,134,149
A,2,136,21
A,2,141,38
A,2,143,64
A,2,149,196
A,2,150,84
A,2,152,13
A,2,153,242
A,2,162,96
A,2,170,248
A,2,176,217
A,2,180,124
A,2,181,214
A,2,184,177
A,2,188,161
A,3,1,113
A,3,5,247
A,3,15,173
A,3,22,87
A,3,30,212
A,3,36,75
A,3,39,182
A,3,40,10
A,3,42,79
A,3,44,68
A,3,46,98
A,3,49,192
A,3,57,192
A,3,59,231
A,3,60,140
A,3,64,141
A,3,68,87
A,3,69,137
A,3,71,35
A,3,72,81
A,3,74,191
A,3,86,164
A,3,90,68
A,3,92,116
A,3,95,91
A,3,102,44
A,3,103,8
A,3,105,90
A,3,107,128
A,3,109,241
A,3,110,151
A,3,123,188
A,3,124,48
A,3,126,4
A,3,127,197
A,3,129,19
A,3,131,237
A,3,133,196
A,3,135,221
A,3,140,139
A,3,144,212
A,3,151,66
A,3,153,20
A,3,154,222
A,3,162,229
A,3,166,248
A,3,168,111
A,3,172,164
A,3,175,49
A,3,184,23
A,3,188,208
A,3,189,133
A,4,0,68
A,4,3,165
A,4,5,212
A,4,10,239
A,4,11,202
A,4,13,71
A,4,22,9
A,4,24,174
A,4,27,142
A,4,35,48
A,4,38,161
A,4,42,164
A,4,43,196
A,4,46,15
A,4,48,22
A,4,50,20
A,4,52,30
A,4,53,68
A,4,55,232
A,4,64,224
A,4,68,109
A,4,69,223
A,4,70,243
A,4,72,55
A,4,83,9
A,4,84,188
A,4,85,245
A,4,88,239
A,4,98,185
A,4,102,187
A,4,103,43
A,4,107,25
A,4,111,165
A,4,112,198
A,4,113,252
A,4,121,234
A,4,131,161
A,4,132,209
A,4,135,28
A,4,139,230
A,4,144,63
A,4,147,136
A,4,149,4
A,4,150,179
A,4,154,219
A,4,155,199
A,4,156,93
A,4,160,130
A,4,161,254
A,4,165,47
A,4,172,252
A,4,174,4
A,4,178,9
A,4,180,250
A,4,181,29
A,4,183,160
A,4,185,166
A,4,186,187
A,4,198,145
A,5,1,3
A,5,3,31
A,5,7,43
A,5,10,53
A,5,13,168
A,5,23,122
A,5,27,10
A,5,30,179
A,5,33,94
A,5,34,98
A,5,45,5
A,5,49,144
A,5,50,142
A,5,51,184
A,5,60,158
A,5,62,113
A,5,70,2
A,5,71,169
A,5,72,218
A,5,73,121
A,5,78,205
A,5,79,197
A,5,83,206
A,5,88,202
A,5,89,250
A,5,96,242
A,5,108,40
A,5,109,167
A,5,111,195
A,5,112,18
A,5,115,60
A,5,117,180
A,5,120,205
A,5,128,141
A,5,130,150
A,5,135,76
A,5,140,232
A,5,141,54
A,5,162,213
A,5,168,172
A,5,174,95
A,5,175,219
A,5,177,24
A,5,178,193
A,5,179,228
A,5,181,93
A,5,182,100
A,5,188,128
A,5,189,173
A,5,193,201
A,5,194,233
A,5,196,38
A,6,8,191
A,6,14,206
A,6,15,28
A,6,16,168
A,6,17,55
A,6,27,149
A,6,34,213
A,6,35,28
A,6,43,240
A,6,44,25
A,6,46,82
A,6,53,245
A,6,58,112
A,6,62,248
A,6,66,242
A,6,70,43
A,6,71,176
A,6,73,117
A,6,74,58
A,6,76,46
A,6,97,169
A,6,98,175
A,6,99,152
A,6,105,187
A,6,112,124
A,6,115,185
A,6,116,171
A,6,120,71
A,6,121,141
A,6,122,209
A,6,125,229
A,6,126,29
A,6,129,124
A,6,133,208
A,6,137,97
A,6,139,28
A,6,142,157
A,6,144,143
A,6,146,127
A,6,148,228
A,6,149,44
A,6,157,147
A,6,159,45
A,6,169,179
A,6,170,245
A,6,171,11
A,6,177,229
A,6,189,192
A,6,194,66
A,6,197,8
A,7,1,14
A,7,5,106
A,7,7,121
A,7,15,11
A,7,16,100
A,7,17,123
A,7,28,178
A,7,31,117
A,7,32,178
A,7,33,59
A,7,34,21
A,7,40,127
A,7,59,56
A,7,60,1
A,7,71,14
A,7,79,11
A,7,83,137
A,7,84,57
A,7,94,212
A,7,102,10
A,7,104,5
A,7,105,62
A,7,106,142
A,7,112,161
A,7,118,249
A,7,123,115
A,7,125,97
A,7,128,92
A,7,138,158
A,7,149,249
A,7,152,175
A,7,153,57
A,7,155,152
A,7,159,90
A,7,160,45
A,7,161,2
A,7,163,104
A,7,166,55
A,7,171,66
A,7,172,213
A,7,173,242
A,7,174,115
A,7,175,254
A,7,177,119
A,7,179,97
A,7,181,244
A,7,189,90
A,7,194,34
A,7,197,211
A,7,199,42
A,8,2,91
A,8,3,18
A,8,5,57
A,8,9,146
A,8,10,115
A,8,12,122
A,8,22,37
A,8,23,202
A,8,25,173
A,8,27,192
A,8,30,34
A,8,35,13
A,8,37,225
A,8,39,252
A,8,40,161
A,8,45,162
A,8,46,110
A,8,47,116
A,8,49,188
A,8,61,40
A,8,62,221
A,8,63,223
A,8,64,88
A,8,66,85
A,8,68,236
A,8,69,71
A,8,72,202
A,8,74,244
A,8,75,121
A,8,78,157
A,8,85,227
A,8,93,181
A,8,96,61
A,8,100,19
A,8,102,144
A,8,109,31
A,8,112,178
A,8,113,85
A,8,121,205
A,8,124,191
A,8,128,223
A,8,133,86
A,8,135,241
A,8,138,34
A,8,139,225
A,8,141,179
A,8,144,248
A,8,147,191
A,8,150,188
A,8,152,232
A,8,164,70
A,8,171,74
A,8,174,253
A,8,177,123
A,8,178,148
A,8,180,85
A,8,188,102
A,8,193,18
A,8,195,19
A,8,198,75
A,9,0,170
A,9,5,71
A,9,8,244
A,9,9,74
A,9,11,212
A,9,13,249
A,9,15,141
A,9,16,7
A,9,19,152
A,9,24,162
A,9,28,162
A,9,29,173
A,9,43,235
A,9,58,191
A,9,59,116
A,9,65,140
A,9,68,10
A,9,72,201
A,9,73,252
A,9,94,162
A,9,103,242
A,9,110,114
A,9,116,59
A,9,119,103
A,9,157,251
A,9,163,135
A,9,167,197
A,9,169,243
A,9,170,15
A,9,179,77
A,9,181,231
A,9,194,120
A,9,195,178
A,9,196,193
A,9,197,221
A,9,198,85
A,10,4,2
A,10,10,132
A,10,15,110
A,10,22,82
A,10,25,35
A,10,31,206
A,10,39,87
A,10,49,195
A,10,54,169
A,10,58,50
A,10,69,74
A,10,74,141
A,10,75,190
A,10,84,238
A,10,86,165
A,10,90,236
A,10,92,133
A,10,98,20
A,10,100,2
A,10,102,154
A,10,103,125
A,10,107,137
A,10,112,47
A,10,118,119
A,10,121,124
A,10,135,137
A,10,141,90
A,10,142,136
A,10,146,156
A,10,148,55
A,10,153,140
A,10,159,141
A,10,160,211
A,10,162,80
A,10,164,35
A,10,170,8
A,10,180,9
A,10,181,148
A,10,183,14
A,10,184,145
A,10,193,151
A,10,194,75
A,10,198,175
A,10,199,160
A,11,0,230
A,11,7,159
A,11,8,34
A,11,12,182
A,11,16,11
A,11,19,144
A,11,20,247
A,11,26,115
A,11,30,238
A,11,31,210
A,11,34,85
A,11,36,74
A,11,39,179
A,11,40,112
A,11,44,70
A,11,48,138
A,11,49,214
A,11,50,195
A,11,53,180
A,11,56,72
A,11,57,57
A,11,58,6
A,11,63,184
A,11,71,44
A,11,76,46
A,11,77,157
A,11,78,6
A,11,83,207
